"Time","u101","u201","u301","u501","u601","u110","u210","u310","u510","u610","u710","u111","u211","u311","u511","u611","u711","u112","u212","u312","u512","u612","u712","u213","u313","u713","u714","u102","u302","u502","u602","u702","u103","u203","u303","u503","u603","u703","u104","u204","u304","u504","u604","u704","u105","u205","u305","u505","u605","u705","u106","u206","u306","u506","u606","u706","u107","u207","u307","u507","u607","u707","u108","u208","u308","u508","u608","u708","u109","u209","u309","u509","u609","u709"
2024-08-04 19:00:44,-88.9642 µA,-89.0129 µA,-89.0015 µA,-89.1967 µA,-88.9801 µA,-89.2438 µA,-88.9383 µA,-88.9014 µA,-89.1223 µA,-89.1049 µA,-88.9583 µA,-88.7534 µA,-88.9641 µA,-86.4309 µA,-89.1046 µA,-86.3688 µA,-89.0256 µA,-89.2570 µA,-89.0268 µA,-88.8409 µA,-89.0111 µA,-88.5036 µA,-89.0045 µA,-88.9488 µA,-105.9697 µA,-106.1960 µA,-88.9218 µA,-89.0811 µA,-85.2945 µA,-89.1279 µA,-88.7713 µA,-88.8825 µA,-89.1619 µA,-88.9851 µA,-88.7982 µA,-89.0939 µA,-88.8884 µA,-88.5852 µA,-89.0024 µA,-89.0464 µA,-88.9622 µA,-89.1084 µA,-89.0619 µA,-88.4364 µA,-89.0406 µA,-89.1392 µA,-88.8401 µA,-88.7596 µA,-88.9508 µA,-89.2142 µA,-89.3297 µA,-88.4605 µA,-88.9942 µA,-89.0568 µA,-88.9836 µA,-89.0840 µA,-89.0747 µA,-88.9586 µA,-85.7733 µA,-88.9945 µA,-88.9467 µA,-89.0373 µA,-89.2845 µA,-87.1808 µA,-89.0484 µA,-89.2360 µA,-88.4300 µA,-88.3752 µA,-89.2494 µA,-88.9753 µA,-88.9842 µA,-79.0440 µA,-88.9199 µA,-89.0042 µA
2024-08-04 19:00:48,-88.9646 µA,-89.0124 µA,-89.0150 µA,-89.1967 µA,-88.9807 µA,-89.2431 µA,-88.9381 µA,-88.9011 µA,-89.1265 µA,-89.1050 µA,-88.9583 µA,-88.7530 µA,-89.0782 µA,-86.4306 µA,-89.1043 µA,-86.3687 µA,-89.0257 µA,-89.2569 µA,-89.0267 µA,-88.8401 µA,-89.0108 µA,-88.5035 µA,-89.0047 µA,-88.9485 µA,-105.9697 µA,-106.1960 µA,-88.9220 µA,-89.0809 µA,-85.2936 µA,-89.1280 µA,-88.7710 µA,-88.8826 µA,-89.1621 µA,-88.9860 µA,-88.7980 µA,-89.0939 µA,-88.8884 µA,-88.8050 µA,-89.0025 µA,-89.0460 µA,-88.9620 µA,-89.1088 µA,-89.0619 µA,-88.4347 µA,-89.0409 µA,-89.1363 µA,-88.8419 µA,-88.7595 µA,-88.9509 µA,-89.2144 µA,-89.3300 µA,-88.4494 µA,-88.9937 µA,-89.0566 µA,-88.9838 µA,-89.0841 µA,-89.0741 µA,-88.9583 µA,-85.7730 µA,-88.9945 µA,-88.9415 µA,-89.0372 µA,-89.2849 µA,-87.1803 µA,-89.0475 µA,-89.2365 µA,-88.6585 µA,-88.3851 µA,-89.2496 µA,-88.9754 µA,-88.9844 µA,-79.1476 µA,-88.9195 µA,-89.0043 µA
2024-08-04 19:00:52,-88.9649 µA,-89.0124 µA,-89.0341 µA,-89.1971 µA,-88.9807 µA,-89.2428 µA,-88.9377 µA,-88.9017 µA,-89.1272 µA,-89.1050 µA,-88.9586 µA,-88.7532 µA,-88.9781 µA,-86.4307 µA,-89.1042 µA,-86.3691 µA,-89.0257 µA,-89.2573 µA,-89.0275 µA,-88.8403 µA,-89.0110 µA,-88.5038 µA,-89.0013 µA,-88.9488 µA,-105.9697 µA,-106.1960 µA,-88.9221 µA,-89.0814 µA,-85.2933 µA,-89.1279 µA,-88.7708 µA,-88.8826 µA,-89.1619 µA,-88.9858 µA,-88.7973 µA,-89.0946 µA,-88.8886 µA,-88.5739 µA,-89.0031 µA,-89.0458 µA,-88.9616 µA,-89.1088 µA,-89.0617 µA,-88.4333 µA,-89.0413 µA,-89.1343 µA,-88.8407 µA,-88.7598 µA,-88.9513 µA,-89.2145 µA,-89.3300 µA,-88.4507 µA,-88.9937 µA,-89.0567 µA,-88.9838 µA,-89.0845 µA,-89.0738 µA,-88.9584 µA,-85.7725 µA,-88.9946 µA,-88.9369 µA,-89.0370 µA,-89.2851 µA,-87.1796 µA,-89.0475 µA,-89.2365 µA,-88.4063 µA,-88.3759 µA,-89.2504 µA,-88.9755 µA,-88.9848 µA,-79.0322 µA,-88.9196 µA,-89.0039 µA
2024-08-04 19:00:56,-88.9649 µA,-89.0125 µA,-89.0300 µA,-89.1966 µA,-88.9809 µA,-89.2431 µA,-88.9376 µA,-88.9019 µA,-89.1091 µA,-89.1051 µA,-88.9585 µA,-88.7524 µA,-88.9769 µA,-86.4309 µA,-89.1040 µA,-86.3693 µA,-89.0254 µA,-89.2574 µA,-89.0273 µA,-88.8404 µA,-89.0106 µA,-88.5041 µA,-89.0098 µA,-88.9487 µA,-105.9697 µA,-106.1960 µA,-88.9220 µA,-89.0815 µA,-85.2933 µA,-89.1278 µA,-88.7705 µA,-88.8826 µA,-89.1621 µA,-88.9862 µA,-88.7977 µA,-89.0942 µA,-88.8886 µA,-88.5800 µA,-89.0026 µA,-89.0461 µA,-88.9614 µA,-89.1089 µA,-89.0619 µA,-88.4320 µA,-89.0406 µA,-89.1323 µA,-88.8399 µA,-88.7599 µA,-88.9512 µA,-89.2148 µA,-89.3301 µA,-88.4504 µA,-88.9933 µA,-89.0569 µA,-88.9840 µA,-89.0845 µA,-89.0739 µA,-88.9581 µA,-85.7725 µA,-88.9943 µA,-88.9495 µA,-89.0341 µA,-89.2848 µA,-87.1793 µA,-89.0475 µA,-89.2362 µA,-88.6119 µA,-88.4182 µA,-89.2506 µA,-88.9757 µA,-88.9848 µA,-79.1568 µA,-88.9198 µA,-89.0035 µA
2024-08-04 19:01:00,-88.9653 µA,-89.0127 µA,-89.0048 µA,-89.1965 µA,-88.9813 µA,-89.2433 µA,-88.9379 µA,-88.9013 µA,-89.1187 µA,-89.1051 µA,-88.9581 µA,-88.7512 µA,-88.9671 µA,-86.4313 µA,-89.1044 µA,-86.3693 µA,-89.0254 µA,-89.3324 µA,-89.0277 µA,-88.8395 µA,-89.0112 µA,-88.5036 µA,-89.0238 µA,-88.9490 µA,-105.9697 µA,-106.1959 µA,-88.9220 µA,-89.0819 µA,-85.2927 µA,-89.1275 µA,-88.7701 µA,-88.8827 µA,-89.1621 µA,-88.9860 µA,-88.7983 µA,-89.0933 µA,-88.8887 µA,-88.5800 µA,-89.0011 µA,-89.0452 µA,-88.9616 µA,-89.1087 µA,-89.0621 µA,-88.4303 µA,-89.0404 µA,-89.1295 µA,-88.8379 µA,-88.7599 µA,-88.9513 µA,-89.2145 µA,-89.3303 µA,-88.4385 µA,-88.9935 µA,-89.0568 µA,-88.9835 µA,-89.0846 µA,-89.0743 µA,-88.9580 µA,-85.7722 µA,-88.9949 µA,-88.9477 µA,-89.0372 µA,-89.2858 µA,-87.1787 µA,-89.0470 µA,-89.2360 µA,-88.4231 µA,-88.4098 µA,-89.2504 µA,-88.9758 µA,-88.9865 µA,-79.0283 µA,-88.9198 µA,-89.0036 µA
2024-08-04 19:01:04,-88.9651 µA,-89.0129 µA,-88.9946 µA,-89.1963 µA,-88.9820 µA,-89.2438 µA,-88.9378 µA,-88.9016 µA,-89.1175 µA,-89.1051 µA,-88.9575 µA,-88.7515 µA,-88.9668 µA,-86.4318 µA,-89.1048 µA,-86.3693 µA,-89.0258 µA,-89.2559 µA,-89.0274 µA,-88.8390 µA,-89.0111 µA,-88.5039 µA,-89.0212 µA,-88.9488 µA,-105.9697 µA,-106.1959 µA,-88.9220 µA,-89.0815 µA,-85.2924 µA,-89.1276 µA,-88.7703 µA,-88.8823 µA,-89.1627 µA,-88.9855 µA,-88.7992 µA,-89.0934 µA,-88.8886 µA,-88.5796 µA,-89.0013 µA,-89.0459 µA,-88.9616 µA,-89.1089 µA,-89.0620 µA,-88.4212 µA,-89.0409 µA,-89.1291 µA,-88.7513 µA,-88.7595 µA,-88.9512 µA,-89.2145 µA,-89.3301 µA,-88.4658 µA,-88.9927 µA,-89.0564 µA,-88.9838 µA,-89.0845 µA,-89.0748 µA,-88.9578 µA,-85.7717 µA,-88.9947 µA,-88.9468 µA,-89.0522 µA,-89.2859 µA,-87.1782 µA,-89.0462 µA,-89.2367 µA,-88.4017 µA,-88.4180 µA,-89.2498 µA,-88.9760 µA,-88.9843 µA,-79.0440 µA,-88.9196 µA,-89.0029 µA
2024-08-04 19:01:08,-88.9650 µA,-89.0128 µA,-89.0075 µA,-89.1966 µA,-88.9823 µA,-89.2446 µA,-88.9377 µA,-88.9018 µA,-89.1216 µA,-89.1048 µA,-88.9574 µA,-88.7506 µA,-88.9625 µA,-86.4321 µA,-89.1041 µA,-86.3695 µA,-89.0283 µA,-89.2565 µA,-89.0271 µA,-88.8386 µA,-89.0112 µA,-88.5041 µA,-89.0059 µA,-88.9490 µA,-105.9698 µA,-106.1959 µA,-88.9223 µA,-89.0813 µA,-85.4204 µA,-89.1274 µA,-88.7702 µA,-88.8822 µA,-89.1627 µA,-88.9846 µA,-88.7989 µA,-89.0933 µA,-88.8887 µA,-88.5796 µA,-89.0007 µA,-89.0455 µA,-88.9615 µA,-89.1092 µA,-89.0622 µA,-88.4173 µA,-89.0410 µA,-89.1287 µA,-88.7414 µA,-88.7592 µA,-88.9513 µA,-89.2144 µA,-89.3296 µA,-88.4520 µA,-88.9932 µA,-89.0571 µA,-88.9841 µA,-89.0847 µA,-89.0744 µA,-88.9576 µA,-85.7710 µA,-88.9943 µA,-88.9458 µA,-89.0483 µA,-89.2857 µA,-87.1772 µA,-89.0466 µA,-89.2368 µA,-88.4080 µA,-88.3769 µA,-89.2502 µA,-88.9766 µA,-88.9846 µA,-79.0953 µA,-88.9198 µA,-89.0026 µA
2024-08-04 19:01:12,-88.9649 µA,-89.0133 µA,-88.9946 µA,-89.1964 µA,-88.9823 µA,-89.2442 µA,-88.9377 µA,-88.9020 µA,-89.1150 µA,-89.1052 µA,-88.9575 µA,-88.7501 µA,-88.9811 µA,-86.4322 µA,-89.1045 µA,-86.3697 µA,-89.0201 µA,-89.2566 µA,-89.0272 µA,-88.8384 µA,-89.0110 µA,-88.5040 µA,-89.0006 µA,-88.9494 µA,-105.9697 µA,-106.1959 µA,-88.9223 µA,-89.0814 µA,-85.2971 µA,-89.1277 µA,-88.7696 µA,-88.8820 µA,-89.1625 µA,-88.9849 µA,-88.7990 µA,-89.0932 µA,-88.8887 µA,-88.5792 µA,-89.0008 µA,-89.0453 µA,-88.9613 µA,-89.1088 µA,-89.0617 µA,-88.4351 µA,-89.0409 µA,-89.1283 µA,-88.7431 µA,-88.7591 µA,-88.9509 µA,-89.2143 µA,-89.3301 µA,-88.4457 µA,-88.9936 µA,-89.0568 µA,-88.9840 µA,-89.0847 µA,-89.0742 µA,-88.9573 µA,-85.7704 µA,-88.9937 µA,-88.9453 µA,-89.0409 µA,-89.2859 µA,-87.1763 µA,-89.0467 µA,-89.2372 µA,-88.4037 µA,-88.4146 µA,-89.2502 µA,-88.9766 µA,-88.9846 µA,-78.9895 µA,-88.9195 µA,-89.0015 µA
2024-08-04 19:01:16,-88.9639 µA,-89.0126 µA,-89.0142 µA,-89.1959 µA,-88.9820 µA,-89.2438 µA,-88.9378 µA,-88.9024 µA,-89.0890 µA,-89.1053 µA,-88.9577 µA,-88.7507 µA,-89.1318 µA,-86.4323 µA,-89.1043 µA,-86.3695 µA,-89.0248 µA,-89.2559 µA,-89.0141 µA,-88.8372 µA,-89.0107 µA,-88.5039 µA,-89.0008 µA,-88.9492 µA,-105.9698 µA,-106.1960 µA,-88.9219 µA,-89.0808 µA,-85.2896 µA,-89.1277 µA,-88.7696 µA,-88.8820 µA,-89.1621 µA,-88.9850 µA,-88.7988 µA,-89.0933 µA,-88.8886 µA,-88.5790 µA,-89.0011 µA,-89.0458 µA,-88.9610 µA,-89.1092 µA,-89.0616 µA,-88.4591 µA,-89.0407 µA,-89.1285 µA,-88.7362 µA,-88.7585 µA,-88.9511 µA,-89.2140 µA,-89.3300 µA,-88.4500 µA,-88.9929 µA,-89.0570 µA,-88.9840 µA,-89.0842 µA,-89.0742 µA,-88.9569 µA,-85.7695 µA,-88.9940 µA,-88.9474 µA,-89.0402 µA,-89.2855 µA,-87.1750 µA,-89.0465 µA,-89.2360 µA,-88.4030 µA,-88.4242 µA,-89.2492 µA,-88.9771 µA,-88.9844 µA,-79.3934 µA,-88.9193 µA,-89.0009 µA
2024-08-04 19:01:20,-88.9640 µA,-89.0128 µA,-89.0114 µA,-89.1958 µA,-88.9826 µA,-89.2436 µA,-88.9377 µA,-88.9024 µA,-89.1093 µA,-89.1049 µA,-88.9578 µA,-88.7517 µA,-88.9727 µA,-86.4324 µA,-89.1035 µA,-86.3696 µA,-89.0245 µA,-89.2567 µA,-89.0239 µA,-88.8368 µA,-89.0102 µA,-88.5034 µA,-89.0011 µA,-88.9485 µA,-105.9699 µA,-106.1960 µA,-88.9216 µA,-89.0811 µA,-85.2898 µA,-89.1279 µA,-88.7644 µA,-88.8820 µA,-89.1615 µA,-88.9847 µA,-88.7986 µA,-89.0929 µA,-88.8886 µA,-88.5792 µA,-89.0011 µA,-89.0455 µA,-88.9621 µA,-89.1087 µA,-89.0616 µA,-88.4531 µA,-89.0401 µA,-89.1265 µA,-88.7256 µA,-88.7582 µA,-88.9506 µA,-89.2142 µA,-89.3286 µA,-88.4326 µA,-88.9931 µA,-89.0576 µA,-88.9841 µA,-89.0842 µA,-89.0740 µA,-88.9561 µA,-85.7687 µA,-88.9940 µA,-88.9502 µA,-89.0396 µA,-89.2854 µA,-87.1743 µA,-89.0463 µA,-89.2357 µA,-88.9831 µA,-88.3883 µA,-89.2479 µA,-88.9776 µA,-88.9846 µA,-79.5065 µA,-88.9196 µA,-89.0004 µA
2024-08-04 19:01:24,-88.9631 µA,-89.0122 µA,-89.1209 µA,-89.1960 µA,-88.9823 µA,-89.2430 µA,-88.9380 µA,-88.9022 µA,-89.1186 µA,-89.1046 µA,-88.9576 µA,-88.7507 µA,-88.9812 µA,-86.4324 µA,-89.1040 µA,-86.3695 µA,-89.0241 µA,-89.2573 µA,-89.0243 µA,-88.8364 µA,-89.0102 µA,-88.5039 µA,-89.0014 µA,-88.9487 µA,-105.9699 µA,-106.1961 µA,-88.9217 µA,-89.0810 µA,-85.2894 µA,-89.1278 µA,-88.7675 µA,-88.8821 µA,-89.1614 µA,-88.9845 µA,-88.7984 µA,-89.0931 µA,-88.8888 µA,-88.5752 µA,-89.0010 µA,-89.0454 µA,-88.9606 µA,-89.1090 µA,-89.0616 µA,-88.4354 µA,-89.0396 µA,-89.1260 µA,-88.7394 µA,-88.7584 µA,-88.9508 µA,-89.2139 µA,-89.3281 µA,-88.4523 µA,-88.9930 µA,-89.0571 µA,-88.9841 µA,-89.0841 µA,-89.0732 µA,-88.9620 µA,-85.7683 µA,-88.9936 µA,-88.9060 µA,-89.0381 µA,-89.2849 µA,-87.1737 µA,-89.0465 µA,-89.2355 µA,-88.7059 µA,-88.6242 µA,-89.2481 µA,-88.9779 µA,-88.9845 µA,-79.2465 µA,-88.9194 µA,-88.9996 µA
2024-08-04 19:01:28,-88.9631 µA,-89.0123 µA,-89.0042 µA,-89.1964 µA,-88.9822 µA,-89.2434 µA,-88.9381 µA,-88.9024 µA,-89.1410 µA,-89.1047 µA,-88.9574 µA,-88.7520 µA,-88.9704 µA,-86.4324 µA,-89.1040 µA,-86.3695 µA,-89.0241 µA,-89.2575 µA,-89.0243 µA,-88.8365 µA,-89.0101 µA,-88.5039 µA,-89.0019 µA,-88.9494 µA,-105.9700 µA,-106.1960 µA,-88.9216 µA,-89.0809 µA,-85.2895 µA,-89.1276 µA,-88.7677 µA,-88.8821 µA,-89.1613 µA,-88.9848 µA,-88.7989 µA,-89.0932 µA,-88.8888 µA,-88.5798 µA,-89.0002 µA,-89.0455 µA,-88.9612 µA,-89.1090 µA,-89.0616 µA,-88.4288 µA,-89.0390 µA,-89.1261 µA,-88.7322 µA,-88.7587 µA,-88.9509 µA,-89.2140 µA,-89.3289 µA,-88.4516 µA,-88.9927 µA,-89.0568 µA,-88.9845 µA,-89.0880 µA,-89.0739 µA,-88.9561 µA,-85.8954 µA,-88.9937 µA,-88.9325 µA,-89.0377 µA,-89.2857 µA,-87.1732 µA,-89.0457 µA,-89.2355 µA,-88.4136 µA,-88.3861 µA,-89.2479 µA,-88.9778 µA,-88.9844 µA,-79.4118 µA,-88.9192 µA,-88.9989 µA
2024-08-04 19:01:32,-88.9626 µA,-89.0119 µA,-89.0046 µA,-89.1965 µA,-88.9822 µA,-89.2431 µA,-88.9379 µA,-88.9026 µA,-89.4353 µA,-89.1047 µA,-88.9577 µA,-88.7522 µA,-88.9678 µA,-86.4323 µA,-89.1041 µA,-86.3696 µA,-89.0245 µA,-89.2568 µA,-89.0246 µA,-88.8367 µA,-89.0099 µA,-88.5042 µA,-89.0079 µA,-88.9486 µA,-105.9699 µA,-106.1960 µA,-88.9217 µA,-89.0808 µA,-85.2898 µA,-89.1277 µA,-88.7678 µA,-88.8822 µA,-89.1618 µA,-88.9848 µA,-88.7988 µA,-89.0931 µA,-88.8888 µA,-88.5800 µA,-88.9997 µA,-89.0450 µA,-88.9612 µA,-89.1092 µA,-89.0618 µA,-88.4299 µA,-89.0385 µA,-89.1255 µA,-88.7243 µA,-88.7589 µA,-88.9508 µA,-89.2140 µA,-89.3303 µA,-88.4516 µA,-88.9929 µA,-89.0567 µA,-88.9845 µA,-89.0830 µA,-89.0742 µA,-88.9569 µA,-85.7635 µA,-88.9941 µA,-88.9392 µA,-89.0379 µA,-89.2861 µA,-87.1720 µA,-89.0461 µA,-89.2351 µA,-88.8703 µA,-88.3897 µA,-89.2481 µA,-88.9778 µA,-88.9845 µA,-78.9661 µA,-88.9195 µA,-88.9991 µA
2024-08-04 19:01:36,-88.9629 µA,-89.0118 µA,-89.0033 µA,-89.1965 µA,-88.9821 µA,-89.2436 µA,-88.9381 µA,-88.9027 µA,-89.1108 µA,-89.1045 µA,-88.9578 µA,-88.7520 µA,-88.9731 µA,-86.4321 µA,-89.1041 µA,-86.3695 µA,-89.0248 µA,-89.2578 µA,-89.0251 µA,-88.8359 µA,-89.0107 µA,-88.5047 µA,-89.0032 µA,-88.9486 µA,-105.9699 µA,-106.1961 µA,-88.9219 µA,-89.0808 µA,-85.2900 µA,-89.1276 µA,-88.7678 µA,-88.8822 µA,-89.1616 µA,-88.9845 µA,-88.7984 µA,-89.0936 µA,-88.8886 µA,-88.5795 µA,-89.0004 µA,-89.0449 µA,-88.9614 µA,-89.1097 µA,-89.0610 µA,-88.4268 µA,-89.0394 µA,-89.1356 µA,-88.7266 µA,-88.7594 µA,-88.9513 µA,-89.2138 µA,-89.3304 µA,-88.4448 µA,-88.9923 µA,-89.0567 µA,-88.9845 µA,-89.0833 µA,-89.0744 µA,-88.9576 µA,-85.7673 µA,-88.9936 µA,-88.9267 µA,-89.0381 µA,-89.2856 µA,-87.1709 µA,-89.0463 µA,-89.2353 µA,-88.6812 µA,-88.3739 µA,-89.2479 µA,-88.9783 µA,-88.9843 µA,-79.2261 µA,-88.9197 µA,-88.9991 µA
2024-08-04 19:01:40,-88.9638 µA,-89.0123 µA,-89.0021 µA,-89.1964 µA,-88.9821 µA,-89.2434 µA,-88.9382 µA,-88.9022 µA,-89.1213 µA,-89.1047 µA,-88.9579 µA,-88.7512 µA,-88.9730 µA,-86.4316 µA,-89.1040 µA,-86.3694 µA,-89.0247 µA,-89.2570 µA,-89.0255 µA,-88.8363 µA,-89.0103 µA,-88.5046 µA,-89.0035 µA,-88.9490 µA,-105.9698 µA,-106.1961 µA,-88.9218 µA,-89.0806 µA,-85.2900 µA,-89.1275 µA,-88.7678 µA,-88.8823 µA,-89.1616 µA,-88.9835 µA,-88.7981 µA,-89.0937 µA,-88.8884 µA,-88.5796 µA,-89.0003 µA,-89.0450 µA,-88.9617 µA,-89.1092 µA,-89.0607 µA,-88.4249 µA,-89.0392 µA,-89.1248 µA,-88.7347 µA,-88.7589 µA,-88.9514 µA,-89.2135 µA,-89.3301 µA,-88.4375 µA,-88.9929 µA,-89.0569 µA,-88.9845 µA,-89.0834 µA,-89.0745 µA,-88.9657 µA,-85.7671 µA,-88.9935 µA,-88.9395 µA,-89.0379 µA,-89.2853 µA,-87.1652 µA,-89.0465 µA,-89.2359 µA,-88.4001 µA,-88.4449 µA,-89.2484 µA,-88.9781 µA,-88.9840 µA,-79.0933 µA,-88.9200 µA,-88.9982 µA
2024-08-04 19:01:44,-88.9643 µA,-89.0124 µA,-89.0020 µA,-89.1965 µA,-88.9817 µA,-89.2436 µA,-88.9382 µA,-88.9022 µA,-89.1179 µA,-89.1046 µA,-88.9575 µA,-88.7512 µA,-88.9710 µA,-86.4314 µA,-89.1035 µA,-86.3692 µA,-89.0245 µA,-89.2568 µA,-89.0254 µA,-88.8356 µA,-89.0108 µA,-88.5046 µA,-89.0033 µA,-88.9490 µA,-105.9698 µA,-106.1961 µA,-88.9218 µA,-89.0813 µA,-85.2902 µA,-89.1270 µA,-88.7676 µA,-88.8824 µA,-89.1616 µA,-88.9842 µA,-88.7975 µA,-89.0934 µA,-88.8884 µA,-88.5793 µA,-89.0008 µA,-89.0451 µA,-88.9625 µA,-89.1087 µA,-89.0609 µA,-88.4216 µA,-89.0393 µA,-89.1256 µA,-88.7310 µA,-88.7598 µA,-88.9514 µA,-89.2134 µA,-89.3303 µA,-88.4500 µA,-88.9924 µA,-89.0568 µA,-88.9845 µA,-89.0837 µA,-89.0741 µA,-88.9578 µA,-85.7668 µA,-88.9946 µA,-88.9425 µA,-89.0380 µA,-89.2846 µA,-87.1643 µA,-89.0475 µA,-89.2360 µA,-88.4001 µA,-88.3871 µA,-89.2489 µA,-88.9782 µA,-88.9839 µA,-78.9566 µA,-88.9201 µA,-88.9979 µA
2024-08-04 19:01:48,-88.9643 µA,-89.0122 µA,-88.9989 µA,-89.1962 µA,-88.9903 µA,-89.2432 µA,-88.9381 µA,-88.9018 µA,-89.1272 µA,-89.1046 µA,-88.9574 µA,-88.7514 µA,-88.9978 µA,-86.4313 µA,-89.1036 µA,-86.3694 µA,-89.0181 µA,-89.2568 µA,-89.0252 µA,-88.8351 µA,-89.0109 µA,-88.5047 µA,-89.0041 µA,-88.9484 µA,-105.9698 µA,-106.1961 µA,-88.9218 µA,-89.0807 µA,-85.2895 µA,-89.1268 µA,-88.7723 µA,-88.8825 µA,-89.1606 µA,-88.9840 µA,-88.7973 µA,-89.0935 µA,-88.8885 µA,-88.5796 µA,-89.0006 µA,-89.0446 µA,-88.9623 µA,-89.1083 µA,-89.0609 µA,-88.4206 µA,-89.0384 µA,-89.1251 µA,-88.7293 µA,-88.7596 µA,-88.9514 µA,-89.2128 µA,-89.3294 µA,-88.4559 µA,-89.0744 µA,-89.0566 µA,-88.9843 µA,-89.0839 µA,-89.0743 µA,-88.9582 µA,-85.7663 µA,-88.9948 µA,-88.9343 µA,-89.0378 µA,-89.2843 µA,-87.1644 µA,-89.0478 µA,-89.2359 µA,-88.4014 µA,-88.3795 µA,-89.2491 µA,-88.9779 µA,-88.9836 µA,-79.1308 µA,-88.9202 µA,-88.9974 µA
2024-08-04 19:01:52,-88.9640 µA,-89.0128 µA,-89.0025 µA,-89.1960 µA,-88.9827 µA,-89.2433 µA,-88.9380 µA,-88.9019 µA,-89.1196 µA,-89.1048 µA,-88.9571 µA,-88.7508 µA,-88.9934 µA,-86.4315 µA,-89.1040 µA,-86.3694 µA,-89.0250 µA,-89.2568 µA,-89.0256 µA,-88.8344 µA,-89.0113 µA,-88.5044 µA,-89.0037 µA,-88.9482 µA,-105.9698 µA,-106.1960 µA,-88.9215 µA,-89.0808 µA,-85.2898 µA,-89.1273 µA,-88.7706 µA,-88.8823 µA,-89.1611 µA,-88.9838 µA,-88.7973 µA,-89.0936 µA,-88.8887 µA,-88.5792 µA,-89.0004 µA,-89.0445 µA,-88.9621 µA,-89.1088 µA,-89.0609 µA,-88.4211 µA,-89.0396 µA,-89.1257 µA,-88.7128 µA,-88.7595 µA,-88.9517 µA,-89.2124 µA,-89.3301 µA,-88.4530 µA,-88.9889 µA,-89.0566 µA,-88.9843 µA,-89.0840 µA,-89.0740 µA,-88.9575 µA,-85.7657 µA,-88.9942 µA,-88.9344 µA,-89.0381 µA,-89.2844 µA,-87.1642 µA,-89.0472 µA,-89.2358 µA,-88.4145 µA,-88.3765 µA,-89.2495 µA,-88.9778 µA,-88.9831 µA,-79.2478 µA,-88.9200 µA,-88.9972 µA
2024-08-04 19:01:56,-88.9639 µA,-89.0128 µA,-88.9979 µA,-89.1961 µA,-88.9822 µA,-89.2430 µA,-88.9378 µA,-88.9021 µA,-89.1228 µA,-89.1049 µA,-88.9572 µA,-88.7503 µA,-89.0710 µA,-86.4315 µA,-89.1033 µA,-86.3690 µA,-89.0248 µA,-89.2567 µA,-89.0249 µA,-88.8343 µA,-89.0113 µA,-88.5043 µA,-89.0028 µA,-88.9479 µA,-105.9698 µA,-106.1960 µA,-88.9214 µA,-89.0804 µA,-85.2899 µA,-89.1273 µA,-88.7701 µA,-88.8824 µA,-89.1603 µA,-88.9842 µA,-88.7967 µA,-89.0932 µA,-88.8886 µA,-88.5790 µA,-89.0000 µA,-89.0442 µA,-88.9618 µA,-89.1086 µA,-89.0612 µA,-88.4222 µA,-89.0397 µA,-89.1254 µA,-88.7156 µA,-88.7600 µA,-88.9517 µA,-89.2123 µA,-89.3289 µA,-88.4473 µA,-88.9900 µA,-89.0559 µA,-88.9842 µA,-89.0836 µA,-89.0738 µA,-88.9577 µA,-85.7653 µA,-88.9943 µA,-88.9438 µA,-89.0367 µA,-89.2845 µA,-87.1641 µA,-89.0469 µA,-89.2361 µA,-88.3863 µA,-88.3835 µA,-89.2490 µA,-88.9776 µA,-88.9832 µA,-79.0572 µA,-88.9199 µA,-88.9973 µA
2024-08-04 19:02:00,-88.9634 µA,-89.0129 µA,-88.9988 µA,-89.1959 µA,-88.9822 µA,-89.2424 µA,-88.9380 µA,-88.9021 µA,-89.1203 µA,-89.1047 µA,-88.9568 µA,-88.7504 µA,-88.9895 µA,-86.4313 µA,-89.1035 µA,-86.3690 µA,-89.0248 µA,-89.2571 µA,-89.0251 µA,-88.8344 µA,-89.0115 µA,-88.5042 µA,-89.0037 µA,-88.9481 µA,-105.9697 µA,-106.1960 µA,-88.9216 µA,-89.0803 µA,-85.2897 µA,-89.1267 µA,-88.7695 µA,-88.8826 µA,-89.1598 µA,-88.9845 µA,-88.7969 µA,-89.0929 µA,-88.8888 µA,-88.5789 µA,-88.9996 µA,-89.0437 µA,-88.9619 µA,-89.1086 µA,-89.0609 µA,-88.4196 µA,-89.0390 µA,-89.1227 µA,-89.6022 µA,-88.7599 µA,-88.9510 µA,-89.2125 µA,-89.3296 µA,-88.4438 µA,-88.9914 µA,-89.0561 µA,-88.9841 µA,-89.0838 µA,-89.0736 µA,-88.9571 µA,-85.7648 µA,-88.9939 µA,-88.9405 µA,-89.0423 µA,-89.2843 µA,-87.1636 µA,-89.0467 µA,-89.2357 µA,-88.4899 µA,-88.4453 µA,-89.2491 µA,-88.9779 µA,-88.9832 µA,-79.0579 µA,-88.9198 µA,-88.9972 µA
